osm_id,code,fclass,name,latitude,longitude
"267556057",2404,guesthouse,Friendship Guesthouse,3.679,97.656
"268842942",2301,restaurant,Mama's,5.876,95.255
"268842942",2404,guesthouse,Mama's,5.876,95.255
"330062706",2301,restaurant,"RM Simpang Raya, T. Tinggi",3.328,99.158
"330062729",2301,restaurant,"Restoran India, T. Tinggi",3.327,99.158
"330062753",2601,bank,"Bank Muamalat, T. Tinggi",3.327,99.158
"330062760",2101,pharmacy,"Apotik Kimia Farma, T. Tinggi",3.328,99.162
"330062832",2601,bank,"Bank Syariah Mandiri, T. Tinggi",3.329,99.159
"330062842",2101,pharmacy,"Apotik Keluarga, T. Tinggi",3.329,99.159
"330062847",2601,bank,"Panin Bank, T. Tinggi",3.329,99.159
"330062851",2601,bank,"Bank Mestika, T. Tinggi",3.331,99.160
"330062855",2101,pharmacy,"Apotik Bersama, T. Tinggi",3.331,99.160
"330062873",2301,restaurant,"RM Saiyo, T. Tinggi",3.331,99.160
"330062878",2601,bank,"Bank BRI - Ahmad Yani, T. Tinggi",3.328,99.158
"330062883",2110,hospital,Lab. Klinik Gatot Subroto,3.330,99.159
"330062886",2101,pharmacy,"Apotik Kita, T. Tinggi",3.329,99.159
"330062893",2101,pharmacy,"Apotik Sempurna, T. Tinggi",3.329,99.159
"330062899",2602,atm,"ATM Mandiri - Sudirman, T. Tinggi",3.331,99.160
"330062903",2601,bank,Bank BCA,3.332,99.161
"330062904",2110,hospital,"Lab. Klinik Prodia, T. Tinggi",3.333,99.161
"330062906",2601,bank,"Bank BTN, T. Tinggi",3.332,99.161
"330062913",2601,bank,"Bank Danamon, T. Tinggi",3.332,99.161
"330063164",2101,pharmacy,"Apotik Bulian, T. Tinggi",3.330,99.159
"330063167",2501,supermarket,"Central Raya, T. Tinggi",3.330,99.158
"330063168",2101,pharmacy,"Apotik Surya Baru, T. Tinggi",3.329,99.159
"330063169",2101,pharmacy,"Apotik Saudara, T. Tinggi",3.330,99.159
"330063205",2110,hospital,"RS Umum, T. Tinggi",3.330,99.156
"330063229",2101,pharmacy,"Apotik Tangan Mas, T. Tinggi",3.330,99.158
"330063234",2501,supermarket,"Great Market, T. Tinggi",3.326,99.162
"330063892",2001,police,Polres T. Tinggi,3.325,99.162
"330078209",2601,bank,"Bank BNI, T. Tinggi",3.333,99.161
"330082312",2251,sports_centre,GOR Tebing Tinggi,3.324,99.158
"330082315",2501,supermarket,"Supermarket Irian,Tebing Tinggi",3.325,99.159
"330083002",2082,school,"SMPN 1, Tebing Tinggi",3.327,99.165
"330083003",2082,school,"SMPN 4, Tebing Tinggi",3.326,99.166
"330083238",2601,bank,"Bank Syariah Sumut, Tebing Tinggi",3.327,99.164
"330083290",2601,bank,"Bank SUMUT, Tebing Tinggi",3.327,99.164
"330083842",2601,bank,"Bank Mandiri, Tebing Tinggi",3.327,99.165
"330083853",2601,bank,"Bank BRI, Tebing Tinggi",3.327,99.165
"330084023",2082,school,"Perg. Nusantara, Tebing Tinggi",3.327,99.165
"330086745",2724,memorial,"Tugu Peringatan 13 Desember 1945, Tebing Tinggi",3.328,99.162
"336494999",2541,car_dealership,,0.440,101.323
"457337084",2505,department_store,Ramayana,0.529,101.447
"457837520",2110,hospital,rs bunda,0.685,101.572
"460436680",2741,picnic_site,Danau Buatan,0.584,101.475
"460449426",2950,tower,TVRI,0.575,101.472
"461577444",2543,doityourself,Global Bangungan,0.502,101.426
"461802011",2301,restaurant,Ayam Goreng Suharti,0.536,101.432
"462084840",2302,fast_food,Van Hollano,0.531,101.448
"462086850",2401,hotel,Grand Elite,0.532,101.424
"462098395",2005,post_office,Kantor POS,0.523,101.469
"462098397",2401,hotel,Pangeran,0.505,101.453
"462161178",2301,restaurant,Rumah Makan Minan Harapan,0.491,101.487
"462171363",2401,hotel,Labersa Hotel,0.438,101.482
"462171366",2253,swimming_pool,Water Boom,0.449,101.478
"465135769",2601,bank,BCA,0.521,101.447
"470793865",2301,restaurant,Resthouse Taman Tasik Seminai,0.654,101.822
"485714810",2015,graveyard,Kuburan,0.795,102.047
"485777233",2742,viewpoint,,0.802,102.040
"485777236",2742,viewpoint,,0.806,102.035
"485854836",2505,department_store,Ramayana,0.673,101.599
"485897854",2016,market_place,Pasar Rumbai,0.560,101.442
"503786177",2401,hotel,Bintan Agro Beach Resort,1.033,104.657
"508066389",2083,kindergarten,Bangkinang,0.351,101.027
"512314124",2301,restaurant,Nelayan Grill,1.193,104.425
"514081873",2303,cafe,Ripples By The Pool,1.192,104.424
"514081944",2305,bar,Pasir Panjang Beach Bar,1.192,104.426
"524700683",2601,bank,Bank Mandiri,1.144,104.012
"525157728",2951,comms_tower,Menara Telkom,1.160,104.002
"525899410",2005,post_office,Kantor Pos Nagoya Plasa,1.145,104.012
"542894904",2401,hotel,Nagoya Plasa,1.146,104.011
"544526886",2251,sports_centre,,5.544,95.318
"547533116",2301,restaurant,Pizza Hut,5.556,95.322
"547533898",2501,supermarket,Market,5.561,95.320
"577447488",2722,museum,Museum Daerah Sumatera Utara,3.568,98.696
"577449434",2082,school,universitas islam sumatera utara,3.562,98.694
"577449525",2030,recycling,,3.570,98.690
"577449829",2505,department_store,Yuki Dept. Store,3.573,98.691
"577453256",2016,market_place,Pusat pasar,3.590,98.686
"577453384",2723,monument,Monumen Medan Area,3.591,98.684
"577453445",2723,monument,Gedung Perjuangan Medan Area,3.592,98.684
"577453982",2723,monument,Monumen Medan Perjuangan,3.598,98.691
"577453984",2725,artwork,Taman Budaya,3.600,98.681
"577454865",2110,hospital,Puskesmas,3.533,98.690
"577457709",2082,school,SD Abdi Sukma,3.546,98.691
"577458131",2082,school,Madrasah Al Falah,3.547,98.693
"577459204",2082,school,PAUD,3.546,98.691
"577459205",2082,school,STM 1,3.551,98.691
"577459206",2082,school,STM 4,3.551,98.691
"577459207",2082,school,SMEA 3,3.550,98.691
"577459297",2082,school,SD 060812,3.549,98.691
"577459302",2082,school,STM Ntah Apa,3.550,98.693
"577462702",2303,cafe,JJS Kanal,3.532,98.691
"577462702",2741,picnic_site,JJS Kanal,3.532,98.691
"577463342",2082,school,Pesantren,3.526,98.682
"577463693",2082,school,SD Negeri 21,3.543,98.699
"577464337",2723,monument,Samsat,3.546,98.699
"577493625",2082,school,SMA Negeri 2 Medan,3.546,98.682
"595359839",2737,fort,Fort de Kock,-0.300,100.368
"595359839",2721,attraction,Fort de Kock,-0.300,100.368
"595359841",2722,museum,Rumah Adat,-0.301,100.370
"595359842",2742,viewpoint,Kelok 9,-0.068,100.698
"595359844",2723,monument,Equator Monument,0.002,100.726
"601846788",2258,track,Go-Kart,1.162,104.040
"601846790",2301,restaurant,Golden Cheng Hoo Boat,1.163,104.043
"601846791",2205,playground,Tempat Bermain,1.162,104.042
"601846792",2082,school,SMK Pelayaran Maritim Nasional,1.174,104.031
"601851058",2005,post_office,Kantor Pos Batam Centre,1.131,104.051
"601851062",2082,school,SMK Kolese Tiara Bangsa,1.133,104.048
"601855868",2252,pitch,Tennis Court PLH,1.126,104.058
"603294185",2742,viewpoint,Panorama Danau Kembar,-1.044,100.740
"624937224",2401,hotel,Holiday Inn Batam,1.075,103.933
"624941334",2301,restaurant,Delima Seafood Restaurant,1.078,103.930
"624941334",2723,monument,Delima Seafood Restaurant,1.078,103.930
"624947079",2401,hotel,Harris Resort Batam,1.083,103.937
"624950721",2721,attraction,Batam Cable Ski,1.080,103.938
"624970178",2732,ruins,Snow City,1.078,103.934
"625264583",2258,track,,1.086,103.941
"625264583",2721,attraction,,1.086,103.941
"652746404",2742,viewpoint,Puncak,3.551,98.120
"665484664",2401,hotel,Jungle Inn,3.550,98.116
"665484670",2303,cafe,,3.551,98.123
"665497417",2501,supermarket,,2.752,98.744
"665497965",2722,museum,Museum Huta Bolon Simanindo,2.752,98.744
"665509631",2401,hotel,Tabo Cottages,2.670,98.856
"671502689",2082,school,,2.602,98.936
"700622977",2301,restaurant,Sate/Gulai Kambing Aviari,1.052,103.973
"700636723",2602,atm,ATM Bank Mandiri,1.049,103.969
"700642527",2401,hotel,Acacia Hotel,1.117,103.953
"700643132",2512,clothes,Acan Tailor,1.101,103.949
"700645183",2008,town_hall,Balai Pertemuan Tg.Riau,1.099,103.930
"700645206",2253,swimming_pool,Indah Puri Swimming P.,1.139,103.961
"700645213",2101,pharmacy,Kimia Farma Aviari,1.049,103.969
"700645220",2601,bank,Mandiri Bank,1.108,103.953
"700645233",2504,mall,Mitra Mall B.Aji,1.053,103.968
"700645239",2255,golf_course,Paradise Bay Golf Club,1.058,103.957
"700645244",2101,pharmacy,Apotik Kimia Farma,1.109,103.952
"700645257",2082,school,SDN 11 Tg.Riau,1.102,103.948
"700645258",2082,school,SMA Negeri 1 Batam,1.114,103.951
"700645260",2082,school,Sekolah Basic Kristen,1.053,103.955
"700645329",2204,park,Lotus Lake Park,1.125,103.930
"700645390",2541,car_dealership,Yamaha Motor,1.054,103.968
"701909722",2016,market_place,Pasar Rakyat Tembesi,1.037,103.985
"701939374",2602,atm,"Atm Bca, Sagulung",1.041,103.983
"701939389",2602,atm,Atm Mandiri,1.041,103.983
"701940763",2511,convenience,Citi Mart Mini Market,1.044,103.977
"701940769",2504,mall,Saras Super Mall,1.044,103.977
"701949992",2950,tower,Free Internet Park Sagulung,1.037,103.977
"701966336",2110,hospital,Rsb Graga Hermina,1.045,103.974
"701982800",2081,university,Universitas Putera Batam,1.046,103.969
"702002584",2082,school,SMPN 21 Batam,1.037,103.962
"702002716",2082,school,Sdn 019 Kecamatan Sei Beduk,1.032,103.976
"702002990",2082,school,TKI Yaa Bunayya 1,1.048,103.981
"702009815",2110,hospital,Rumah Sakit Aini,1.052,103.978
"702021798",2082,school,SMPN 026 Batam,1.055,103.978
"702021818",2110,hospital,Puskesmas Batu Aji,1.055,103.978
"702039294",2602,atm,Atm Ocbc Nisp,1.051,103.969
"702039327",2602,atm,Atm Bca,1.053,103.968
"702070734",2016,market_place,Pasar Mandalay,1.041,103.957
"702100174",2950,tower,Tower Celular,1.044,103.971
"702155069",2082,school,SDIT Lukmanul Hakim,1.046,103.983
"702158809",2082,school,SMK Negeri 1 Batam,1.044,103.990
"702158851",2082,school,SD-SMP-SMA Muhammadiyah,1.045,103.990
"702170282",2082,school,SDN 2 Tembesi,1.037,104.000
"702173180",2302,fast_food,Soft Drink Shop,1.038,103.998
"702173180",2511,convenience,Soft Drink Shop,1.038,103.998
"702179118",2016,market_place,Aviari Pasar dan Plasa,1.050,103.970
"702182328",2602,atm,Atm Bca,1.040,104.001
"702191755",2001,police,,1.054,103.930
"702191760",2002,fire_station,Fire Fighter (Pemadam Kebakaran Sagulung),1.053,103.931
"702191932",2602,atm,Atm Mandiri (Pel.Sagulung),1.046,103.926
"702196805",2082,school,Ponpes. Internasional Bina Ummah,1.047,103.984
"702327648",2110,hospital,SATPOL PP,1.048,103.943
"702328167",2082,school,Sdn 009,1.040,103.946
"702328173",2082,school,Sdn 008,1.040,103.947
"702329016",2082,school,Sdn 011,1.036,103.955
"702331020",2001,police,Police (Pos Polisi Pel.Sagulung),1.027,103.925
"702331035",2082,school,Smpn 27 Batam,1.029,103.958
"702331036",2950,tower,Tower Celuler,1.023,103.959
"702331252",2950,tower,Tower Indosat Bukit Mata Kucing,1.090,103.971
"702331253",2701,tourist_info,Post Kebun Pembibitan Pemko,1.091,103.964
"702331544",2401,hotel,Harris Hotel,1.082,103.937
"702331551",2301,restaurant,Pujasera,1.081,103.936
"702331555",2001,police,,1.081,103.937
"702332585",2008,town_hall,Lurah Tg.Riau Office,1.100,103.935
"702339776",2723,monument,Statue (Music Tradisional) S.Harapan,1.106,103.956
"702341132",2301,restaurant,Kak Dadut Rest.,1.112,104.003
"702341392",2253,swimming_pool,Southlink Swimming P.,1.114,103.996
"702347752",2401,hotel,Crown Vista Hotel,1.119,104.013
"702347754",2253,swimming_pool,Vista Fitnes And Swimming Pool,1.119,104.014
"702347764",2563,car_rental,Bus Charter,1.118,104.016
"702349807",2099,public_building,Direktorat Pengamanan Batam,1.121,104.019
"702349808",2099,public_building,Dinas Perhubungan,1.120,104.019
"702349813",2001,police,Police Hq(Poltabes Barelang),1.118,104.020
"702349814",2010,prison,Lembaga Pemasyarakatan Kelas Iia Batam,1.119,104.020
"702355084",2950,tower,Balmon (Freq.Radio Monitoring),1.126,103.935
"702355093",2701,tourist_info,Pelni Office/Ticketing,1.129,103.929
"702355102",2008,town_hall,Lurah Tg.Pinggir,1.130,103.926
"702355107",2301,restaurant,Keindahan Suasana,1.126,103.928
"702355108",2002,fire_station,Fire Fighter Pel.Sekupang,1.126,103.928
"702364803",2301,restaurant,Aneka Selera Sea Food,0.943,104.078
"702364811",2950,tower,Celular Tower,0.901,104.132
"702364813",2950,tower,Celular Tower,0.889,104.142
"702364816",2950,tower,Celular Tower,0.844,104.172
"702364818",2950,tower,Celular Tower,0.842,104.174
"702365781",2301,restaurant,Cita Rasa Seafood,0.826,104.244
"702366946",2082,school,SMPN 18 Sembulang,0.853,104.261
"702366951",2301,restaurant,Sea Food Pak Long,0.856,104.264
"702670745",2005,post_office,Dhl,1.133,104.018
"702670755",2701,tourist_info,Trans Panorama Ticketing,1.132,104.018
"702670793",2082,school,Sekolah Al-Azhar,1.134,104.020
"702672444",2001,police,Polsek Lubuk Baja,1.132,104.017
"702672512",2008,town_hall,Camat Lubuk Baja Office,1.132,104.016
"702672836",2110,hospital,Klinik Baloi,1.132,104.016
"702672861",2120,doctors,Casa Medika Clinic,1.132,104.017
"702672877",2525,mobile_phone_shop,Telkomsel,1.133,104.017
"702672880",2110,hospital,RS Ibu Dan Anak Permata Hati,1.133,104.016
"702672890",2120,doctors,Prodia Laboratorium,1.134,104.017
"702672905",2525,mobile_phone_shop,Indosat,1.132,104.017
"702672915",2082,school,Y Pddk K Imnl,1.134,104.016
"702678239",2602,atm,Atm Mandiri,1.124,104.016
"702686660",2601,bank,UOB Buana Bank,1.134,104.029
"702710893",2002,fire_station,Fire Fighter Duriangkang,1.089,104.033
"703792003",2950,tower,Batam Tv,1.180,104.014
"703792581",2950,tower,Rcti Batam,1.179,104.013
"703792589",2082,school,SDN 05 Batu Ampar,1.174,104.017
"703809317",2099,public_building,Kantor Pelabuhan OB,1.162,104.003
"703809447",2001,police,Police (Polsekta Batu Ampar),1.162,104.003
"703811808",2099,public_building,Custom (Bea Dan Cukai),1.161,104.004
"703811833",2099,public_building,Camat Batu Ampar Office,1.162,104.005
"703811867",2099,public_building,Kua Batu Ampar,1.162,104.006
"703812174",2099,public_building,(Tax Office) Kpp Pertama,1.161,104.009
"703813061",2602,atm,Atm Mandiri,1.156,104.002
"703813205",2301,restaurant,Wey Wey Seafood,1.153,103.998
"703813227",2401,hotel,Urbay Amir Hotel,1.155,104.000
"703814975",2501,supermarket,GOGO Supermarket Harbour Bay,1.154,104.002
"703815606",2511,convenience,Circle K Minimarket (24Hrs),1.150,104.003
"703815614",2301,restaurant,Rm.Padang Bundo Kanduang Jodoh,1.150,104.003
"703823558",2504,mall,Plaza Top 100 Jodoh,1.147,104.004
"703823598",2301,restaurant,Rm.Padang Simpang Tiga Jodoh,1.148,104.004
"703825156",2301,restaurant,Podok Kuring,1.154,104.008
"703825738",2301,restaurant,Martabak Har (Indian Food),1.148,104.010
"703825743",2601,bank,Bank Jabar Banten,1.148,104.011
"703825746",2511,convenience,Cirkel K Minimarket (24Hrs),1.148,104.013
"703825750",2601,bank,Bank Syariah Mandiri,1.148,104.012
"703826469",2099,public_building,(Tax Office) Kpp Madya,1.161,104.011
"703839192",2401,hotel,Hotel 01,1.133,104.047
"703839236",2301,restaurant,Sanur Restaurant,1.132,104.049
"703839237",2101,pharmacy,Kimia Farma,1.132,104.049
"703856231",2742,viewpoint,Ocarina,1.152,104.055
"703857972",2741,picnic_site,Ocarina,1.153,104.057
"703864436",2742,viewpoint,Lake/Junggle Jembatan Sei.Ladi (Nice View),1.111,104.010
"703873647",2001,police,Post Police,1.071,104.025
"703892621",2422,camp_site,Bumi Perkemahan Raja Ali Haji,1.046,104.108
"705062461",2082,school,SMP Kartini Sekupang,1.107,103.951
"705062464",2082,school,SMP Negeri 3 Batam,1.107,103.953
"705065131",2082,school,SDN 6,1.102,103.970
"705065132",2082,school,SMPN 20,1.102,103.969
"705065134",2302,fast_food,Martabak Sari Eco,1.103,103.966
"705066410",2082,school,Sekolah Kasih Kurnia (Kristen),1.103,103.968
"705081077",2201,theatre,Rumah Hitam Live Theatre,1.111,103.949
"705081078",2301,restaurant,Rumah Hitam Restourant,1.111,103.949
"705081082",2601,bank,BCA,1.107,103.954
"705081083",2601,bank,BNI,1.107,103.954
"705081085",2301,restaurant,Bundo Kanduang,1.107,103.954
"705081175",2504,mall,STC (Star Trade Center) Mall Sekupang,1.107,103.955
"705081228",2950,tower,Taman Internet Sei.Harapan,1.109,103.952
"705081950",2008,town_hall,Lurah Sei Harapan Office,1.109,103.954
"705081971",2602,atm,Atm Permata Bank,1.108,103.952
"705090630",2501,supermarket,Pasar Mekar Sari,1.110,103.977
"707543708",2082,school,SDN 14,1.109,103.988
"707544012",2001,police,Polisi Hutan Pos,1.102,103.989
"707544025",2903,drinking_water,Air Terjun Tiban,1.103,103.988
"707545956",2082,school,SMAN 4,1.103,103.982
"707560798",2601,bank,Mandiri Bank,1.113,103.978
"707560909",2301,restaurant,Bandreks 555,1.115,103.985
"707562191",2301,restaurant,Podomoro Cinesefood,1.115,103.984
"707562201",2301,restaurant,Sate Madura,1.115,103.984
"707562556",2008,town_hall,Lurah Tiban Indah Office,1.118,103.978
"707562588",2120,doctors,Clinic Asih Tiban Indah,1.118,103.977
"707563749",2082,school,SD Sandy Putra,1.117,103.978
"707563769",2082,school,SDN 007 Tiban,1.117,103.980
"707563945",2602,atm,Bca Atm,1.114,103.984
"707563992",2101,pharmacy,Kimia Farma,1.113,103.984
"707564014",2564,car_wash,B Car Wash Tiban Ii,1.114,103.978
"707565227",2950,tower,Free Internet Park Tiban Cntr.,1.113,103.982
"707578540",2082,school,SD Al Azhar Tiban,1.118,103.977
"707578570",2082,school,SDN 02 Tiban,1.119,103.978
"707578724",2511,convenience,Minimarket Sumber Harapan Tiban,1.119,103.978
"707601810",2082,school,Malay School,1.118,103.968
"707605397",2008,town_hall,Kantor Lurah Patam Lestari,1.115,103.969
"707608324",2950,tower,Kei Fm,1.114,103.967
"707617663",2401,hotel,Hotel Ekaputra,1.120,103.955
"707685842",2255,golf_course,Indah Puri Driving Range,1.139,103.962
"707689075",2082,school,SDN 03 Patam Lestari,1.127,103.960
"707690414",2120,doctors,First Aid (Pustu Patam),1.128,103.964
"707694708",2082,school,SDIT Ulil Albab,1.122,103.975
"707695632",2950,tower,Celular Tower,1.122,103.977
"707758965",2903,drinking_water,Dam Muka Kuning,1.064,104.011
"707768319",2008,town_hall,Lurah Muka Kuning Office,1.067,104.019
"707809795",2302,fast_food,KFC,1.072,104.024
"707809923",2602,atm,Ocbc Nisp Atm,1.072,104.024
"707809961",2601,bank,Bpr Dana Nusantara,1.073,104.025
"718918119",2306,food_court,BIP Food Court,1.067,104.024
"718919180",2001,police,Pospol MKGR,1.043,103.983
"718921236",2301,restaurant,Panasera,1.057,104.035
"718922043",2001,police,,1.065,104.036
"718924252",2602,atm,Bank Central Asia,1.068,104.024
"718924705",2602,atm,Bank Negara Indonesia 1946,1.068,104.024
"718924724",2511,convenience,Circle K,1.068,104.024
"718925098",2950,tower,Tower Batam Bintan Telecomunication,1.062,104.019
"718932433",2602,atm,Bca Atm Pom Bensin Uib,1.121,104.005
"718941145",2601,bank,Bank Mestika,1.120,104.004
"718944187",2525,mobile_phone_shop,"Rmp.Taman Kota, Baloi",1.124,104.005
"718947462",2082,school,SMK Kartini,1.122,104.006
"719039383",2082,school,SMA Negeri 12 Batam,1.135,103.995
"719039496",2015,graveyard,Pekuburan Tg.Uma,1.149,103.997
"719039586",2082,school,Smp Hang Kesturi,1.146,103.994
"719041320",2082,school,Sdn 06 Tg.Uma,1.146,103.996
"719041471",2008,town_hall,Lurah Tanjung Uma Office,1.146,103.995
"719041515",2504,mall,Psr Tg Uma,1.148,103.999
"719041556",2082,school,Sd N 004,1.146,103.996
"719041580",2082,school,Sd N 006,1.146,103.996
"719041595",2082,school,Tk Myng Suri,1.148,103.995
"719058583",2541,car_dealership,Indomobil Auto Dealer,1.131,104.017
"719058594",2901,toilet,M3 Building,1.129,104.016
"719058603",2601,bank,Bank Muamalat,1.128,104.017
"719059065",2005,post_office,Pcp Expedition,1.132,104.014
"719059104",2082,school,Sd Al Barkah,1.131,104.014
"719059161",2008,town_hall,Lurah Baloi Indah Office,1.131,104.012
"719061107",2251,sports_centre,Inkai Indoor Sport Hall,1.132,104.012
"719062314",2082,school,Tk Cia,1.127,104.007
"719066142",2110,hospital,Rs Bersalin Mitra Bunda,1.132,104.005
"719066146",2082,school,Sdn.003 L.Baja,1.132,104.003
"719066147",2082,school,Sdn.09 L Baja,1.131,104.004
"736599302",2082,school,SDN 007,1.133,104.014
"736599362",2110,hospital,Batam Medical Centre,1.139,104.015
"736599488",2301,restaurant,Pizza Hut,1.140,104.015
"736600581",2402,motel,89 Hotel,1.138,104.008
"736600642",2120,doctors,Dr.Soritua Sarumpait (Internist),1.137,104.016
"736600715",2203,cinema,21 Cinema Bcs,1.132,104.010
"736602132",2401,hotel,Swiss Inn (Hotel),1.134,104.007
"736602177",2101,pharmacy,Kimia Farma,1.137,104.016
"736602214",2511,convenience,Circle K 24 Mini Market,1.137,104.016
"736602265",2601,bank,Danamon Bank,1.139,104.016
"736604481",2120,doctors,Promed Medical Clinic And Lab,1.137,104.016
"736604504",2601,bank,Bank Ekonomi,1.139,104.016
"736604543",2601,bank,UOB,1.136,104.008
"736609234",2401,hotel,Pagoda Hotel,1.140,104.004
"736609235",2502,bakery,Holand Bakery,1.135,104.008
"736609263",2402,motel,H Grand Mtiara,1.139,104.014
"736609310",2402,motel,H Indah,1.138,104.011
"736609342",2402,motel,H Kolekta,1.139,104.015
"736609361",2402,motel,H Ozon,1.137,104.008
"736609362",2401,hotel,Permata Hotel,1.140,104.015
"736609364",2008,town_hall,Lurah Batu Slicin Office,1.132,104.013
"736609369",2110,hospital,RS Elisabeth,1.136,104.015
"736609397",2082,school,SDN 02 Lubuk Baja,1.137,104.016
"736609400",2082,school,SDN 05 Lubuk Baja,1.137,104.016
"736609401",2082,school,Sklh Advent,1.137,104.013
"736609402",2082,school,PG- TK- SD- SMP- SMA Ananda,1.138,104.013
"736609405",2082,school,Tk Gading Mas,1.137,104.016
"736609411",2082,school,Tk Yos Sudrso,1.136,104.015
"736609455",2082,school,Masjid An' Nur,1.138,104.012
"736609539",2504,mall,Top 100 Penuin,1.136,104.009
"736609543",2601,bank,CIMB Niaga,1.135,104.008
"736609604",2302,fast_food,Kentucky Fied Chicken - Raden Fatah,1.136,104.017
"736609630",2401,hotel,Romance Hotel,1.141,104.004
"736609664",2402,motel,Harmoni Suites,1.143,104.012
"736609690",2301,restaurant,Bubur Jakarta,1.143,104.011
"736609691",2301,restaurant,Hawai Sea Food,1.144,104.011
"736609692",2301,restaurant,Pa Ciu Ciu 24 Food Court,1.144,104.012
"736610092",2401,hotel,Winsor Hotel,1.142,104.013
"736610278",2301,restaurant,Rm.Padang Sederhana,1.142,104.012
"736610324",2101,pharmacy,Vitka Farma,1.142,104.012
"736610345",2601,bank,Permata Bank,1.142,104.012
"736610379",2301,restaurant,Winsor Food Court,1.141,104.014
"736612828",2701,tourist_info,Batam Fast Ticketing,1.144,104.012
"736618141",2401,hotel,Ramayana Hotel,1.144,104.011
"736618330",2110,hospital,Puskesmas Lubuk Baja,1.144,104.002
"736618337",2301,restaurant,Winsord Seafod,1.141,104.013
"736618366",2501,supermarket,RUPAT KARYA,1.140,104.012
"736618835",2601,bank,BNI,1.143,104.014
"736618836",2101,pharmacy,Kimia Farma,1.143,104.015
"736618838",2121,dentist,Dentist Suhermanto,1.143,104.015
"736618841",2401,hotel,888 Hotel (*),1.141,104.015
"736618847",2301,restaurant,Seafood 888,1.141,104.015
"736619033",2541,car_dealership,Honda Nagoya,1.141,104.017
"736619879",2301,restaurant,Sop Ikan Istimewa (Yongki Seafood),1.146,104.007
"736619895",2302,fast_food,McDonalds (24Hrs),1.150,104.007
"736619901",2401,hotel,Harmoni Hotel,1.150,104.007
"736619908",2301,restaurant,Warong Teh Trek,1.157,104.004
"736619921",2301,restaurant,Rm.P.Salero Bagindo(24Hrs),1.145,104.006
"736619927",2301,restaurant,Sop Kondro Anging Mamiri,1.151,104.011
"736620773",2501,supermarket,Hypermart Nagoya Hill,1.146,104.012
"736621122",2016,market_place,Fruit Market (Pasar Buah Kali 5),1.147,104.008
"736621123",2301,restaurant,Gado-Gado Gembira,1.146,104.009
"736621124",2301,restaurant,Vegetarian,1.146,104.009
"736621173",2401,hotel,Panorama Regency Hotel,1.149,104.006
"736621174",2016,market_place,Pasar Jodoh (Wet Market),1.151,104.005
"736621175",2401,hotel,Mayestic Hotel,1.151,104.006
"736621176",2511,convenience,Mini Market Jodoh Center,1.150,104.005
"736622163",2203,cinema,21 Cinema Nagoya Hill,1.147,104.012
"736622164",2601,bank,Panin Bank,1.149,104.012
"736622170",2306,food_court,Martabak Sari Eco Nagoya,1.146,104.011
"736622171",2601,bank,Bank Niaga,1.148,104.010
"736622176",2401,hotel,The Hills Hotel,1.148,104.013
"736622205",2302,fast_food,KFC,1.150,104.008
"736622220",2601,bank,Mandiri Bank,1.147,104.010
"736622223",2301,restaurant,Sate Padang (Dinner),1.146,104.011
"736622226",2401,hotel,Nagoya Plaza Hotel,1.146,104.011
"736622235",2502,bakery,Morning Bakery Jodoh,1.153,104.004
"736622237",2601,bank,BRI,1.147,104.010
"736622238",2601,bank,Commonwealth Bank,1.149,104.010
"736622239",2601,bank,Permata Bank,1.150,104.009
"736622241",2001,police,Pos Police,1.152,104.005
"736622245",2401,hotel,Hotel Singapore (*),1.151,104.007
"736622247",2601,bank,Uob Buana Bank,1.149,104.009
"736622248",2601,bank,Bri Bank,1.153,104.005
"736622257",2401,hotel,The K Hotel,1.148,104.016
"736622259",2005,post_office,Tiki,1.150,104.012
"736625575",2601,bank,Bank Riau,1.146,104.011
"736625577",2401,hotel,Sentosa Hotel,1.153,104.011
"736625608",2511,convenience,Circle K Minimarket (24Hrs),1.151,104.009
"736625742",2601,bank,Bank Btn Syariah,1.149,104.012
"736625766",2005,post_office,Elteha,1.150,104.012
"736625857",2601,bank,Bca Bank (Hq),1.152,104.006
"736628811",2081,university,Universitas Ibnu Sina Seraya,1.146,104.016
"736628817",2525,mobile_phone_shop,"Telkom,Pt(Seraya)",1.145,104.018
"736628855",2401,hotel,Evitel Hotel,1.147,104.016
"736628978",2301,restaurant,Food Court Srideli,1.155,104.019
"736630221",2602,atm,Atm Ocbc Nisp,1.145,104.018
"736630222",2401,hotel,Hotel Pelita,1.144,104.020
"736630224",2301,restaurant,Saung Sunda Sawargi Restaurant,1.145,104.018
"736630242",2401,hotel,Merlin Hotel,1.145,104.018
"736630261",2601,bank,Btn Bank (Hq) Pelita,1.145,104.019
"736630406",2401,hotel,H Btm Indah,1.145,104.017
"736630412",2401,hotel,H Seraya,1.149,104.017
"736630438",2082,school,SDN 08 Lubuk Baja,1.138,104.021
"736630473",2008,town_hall,Lurah Kampung Pelita Office,1.146,104.019
"736634123",2301,restaurant,Sofonta Cafe,1.144,104.022
"736634131",2301,restaurant,Peak Pujasera,1.143,104.023
"736634910",2602,atm,Atm Mandiri,1.158,104.018
"736634968",2602,atm,Atm Bni,1.158,104.018
"736645445",2110,hospital,Klinik Bersalin Elizabeth,1.184,104.022
"736645502",2082,school,SDN 04 Tg.Sengkuang,1.185,104.020
