osm_id,code,fclass,name,longitude,latitude,facility_count,status
"3435347276",5250,fuel,SPBU Pertamina,101.280,1.142,1,tidak stra
"3441376501",5250,fuel,Pertamina,99.704,2.925,1,tidak stra
"3478378642",5250,fuel,SPBU Mempura,102.067,0.753,0,tidak stra
"3478391316",5250,fuel,SPBU,102.027,0.825,2,tidak stra
"3546140269",5250,fuel,Pertamina,105.213,-4.927,28,strategis
"3584856293",5250,fuel,,98.432,3.608,0,tidak stra
"3638556931",5250,fuel,SPBU KKSP,100.465,-0.957,2,tidak stra
"3685276831",5250,fuel,SPBU Pertamina,105.185,-5.258,0,tidak stra
"3779422765",5250,fuel,Pomp bensin bayu asin,104.556,-2.928,0,tidak stra
"3780536082",5250,fuel,SPBU 24 301108,104.685,-2.913,1,tidak stra
"3781621548",5250,fuel,SPBU,104.407,-2.898,1,tidak stra
"3782995707",5250,fuel,SPBU Banyu Asin,104.433,-2.923,0,tidak stra
"3881209320",5250,fuel,Pertamina,98.601,3.456,8,strategis
"3884339189",5250,fuel,SPBU,104.090,1.107,10,strategis
"3908448642",5250,fuel,,98.688,3.586,145,strategis
"3911883976",5250,fuel,Singapore Station,98.669,3.594,166,strategis
"3912831335",5250,fuel,Pertamina,98.662,3.688,6,strategis
"3920228845",5250,fuel,SPBU Coco 11.201.107,98.695,3.599,19,strategis
"3920228846",5250,fuel,,98.707,3.625,12,strategis
"3920228852",5250,fuel,,98.681,3.639,2,tidak stra
"3920231560",5250,fuel,,98.676,3.642,6,strategis
"3920231562",5250,fuel,,98.664,3.655,2,tidak stra
"3950000541",5250,fuel,Pertamina,105.252,-5.378,44,strategis
"3952996326",5250,fuel,SPBU,105.204,-5.398,10,strategis
"3953398712",5250,fuel,Pom Kota Gajah,105.317,-4.983,8,strategis
"3982110757",5250,fuel,,99.085,3.020,1,tidak stra
"3991394940",5250,fuel,SPBU 24.317.101 Tanjung Enim,103.801,-3.731,1,tidak stra
"4015807330",5250,fuel,SPBU Sudirman atas,101.455,0.491,44,strategis
"4194564895",5250,fuel,Pertamina,101.355,0.457,91,strategis
"4195087921",5250,fuel,SPBU,102.522,-0.369,5,strategis
"4195090024",5250,fuel,SPBU,102.524,-0.370,6,strategis
"4201262687",5250,fuel,SPBU,101.395,0.491,12,strategis
"4264427752",5250,fuel,Bensin,95.244,5.882,4,tidak stra
"4264580247",5250,fuel,SPBU Tapak Gajah,95.322,5.899,24,strategis
"4271458272",5250,fuel,Pertamina,98.670,3.592,206,strategis
"4271458273",5250,fuel,Pertamina,98.672,3.595,147,strategis
"4278109369",5250,fuel,Pertamina,98.670,3.622,69,strategis
"4295522091",5250,fuel,SPBU Batu Hitam,104.446,0.911,43,strategis
"4301034991",5250,fuel,Minyak Eceran,101.773,1.644,0,tidak stra
"4310447789",5250,fuel,Pom Bensin Asrama,98.627,3.593,17,strategis
"4329084902",5250,fuel,,98.720,3.598,12,strategis
"4377182492",5250,fuel,SPBU BT10,104.511,0.920,47,strategis
"4378527294",5250,fuel,,104.632,0.992,0,tidak stra
"4378769631",5250,fuel,,98.651,3.608,70,strategis
"4395480299",5250,fuel,,97.175,3.254,2,tidak stra
"4409030444",5250,fuel,SPBU 14.20111.26,98.689,3.560,59,strategis
"4409056693",5250,fuel,SPBU,98.664,3.615,21,strategis
"4409057433",5250,fuel,SPBU,98.683,3.490,0,tidak stra
"4539697807",5250,fuel,Pertamina,98.694,3.559,61,strategis
"4542750379",5250,fuel,SPBU Kasman Lizar,98.020,2.629,12,strategis
"4545105836",5250,fuel,Pertamina,101.267,0.866,0,tidak stra
"4545197955",5250,fuel,Pertamini,101.244,0.869,50,strategis
"4545200269",5250,fuel,Pertamini,101.247,0.868,50,strategis
"4545200582",5250,fuel,Pertamini,101.247,0.869,50,strategis
"4547857498",5250,fuel,SPBU,98.739,3.597,5,strategis
"4559535473",5250,fuel,SPBU koto nan IV,100.618,-0.235,31,strategis
